가로수길명,가로수길시작위도,가로수길시작경도,가로수길종료위도,가로수길종료경도,가로수길중간위도,가로수길중간경도,제공기관명,가로수길소개
황강리 제방 벚나무 가로수,38.091181,128.021873,38.089541,128.022423,38.090361,128.022148,강원도 양구군,왕벚나무가 식재되어 있어 봄꽃길을 선사함
후곡약수터 - 동면 요양원,38.1683152,128.0480101,38.1818344,128.0598579,38.1750748,128.053934,강원도 양구군,왕벚나무가 식재되어 있어 봄꽃길을 선사함
중방길,37.28793656,128.2688711,37.29130511,128.2731181,37.28962084,128.2709946,강원도 영월군,왕벚나무
안새내길,37.23363496,128.3338634,37.22991581,128.3389455,37.23177539,128.3364045,강원도 영월군,왕벚나무 식재로 봄에 아름다운 벚꽃길을 거닐 수 있음
덕포시장길,37.18151719,128.4763139,37.18562046,128.4865167,37.18356883,128.4814153,강원도 영월군,도로 좌우쪽으로 벚나무가 심겨져 있어 아름다운 경관 연출
덕포우회길,37.17965495,128.4759043,37.16549222,128.4799919,37.17257359,128.4779481,강원도 영월군,왕벚나무
문둔길,37.19306158,128.3809562,37.18916132,128.3808449,37.19111145,128.3809006,강원도 영월군,왕벚나무
연당조전로,37.18534179,128.406694,37.108084,128.4447028,37.1467129,128.4256984,강원도 영월군,도로 좌우쪽으로 벚나무가 심겨져 있어 아름다운 경관 연출
나뱅이길,37.178974,128.406668,37.16591457,128.397793,37.17244429,128.4022305,강원도 영월군,도로 좌우쪽으로 벚나무가 심겨져 있어 아름다운 경관 연출
무릉길,37.29539467,128.2044201,37.28496432,128.2756222,37.2901795,128.2400212,강원도 영월군,도로 좌우쪽으로 벚나무가 심겨져 있어 아름다운 경관 연출
제방안길,37.18005178,128.4690305,37.17318236,128.4550616,37.17661707,128.4620461,강원도 영월군,도로 좌우쪽으로 벚나무가 심겨져 있어 아름다운 경관 연출
봉화로,37.212155,127.554087,37.215225,127.554087,37.21369,127.554087,강원도 원주시,도로 좌우쪽으로 벚나무가 심겨져 있어 아름다운 경관 연출
원문로,37.212421,127.484228,37.212421,127.491701,37.212421,127.4879645,강원도 원주시,도로 좌우쪽으로 왕벚나무가 심겨져 있어 아름다운 경관 연출
백간공원길,37.205294,127.553752,37.210523,127.553096,37.2079085,127.553424,강원도 원주시,도로 좌우쪽으로 왕벚나무가 심겨져 있어 아름다운 경관 연출
한석산로 가로수길,38.088624,128.203313,38.069588,128.278227,38.079106,128.24077,강원도 인제군,도로 좌우쪽으로 왕벚나무가 심겨져 있어 아름다운 경관 연출
천도로 가로수길,38.215169,128.201674,38.226506,128.209592,38.2208375,128.205633,강원도 인제군,도로 좌우쪽으로 왕벚나무가 심겨져 있어 아름다운 경관 연출
금강로 가로수길,38.124399,128.204541,38.134048,128.212884,38.1292235,128.2087125,강원도 인제군,도로 좌우쪽으로 왕벚나무가 심겨져 있어 아름다운 경관 연출
순환대로1,37.888145,127.776708,37.891063,127.776875,37.889604,127.7767915,강원도 춘천시,도로 좌우쪽으로 왕벚나무가 심겨져 있어 아름다운 경관 연출
신북로2,37.929488,127.751596,37.92869,127.746765,37.929089,127.7491805,강원도 춘천시,도로 좌우쪽으로 왕벚나무가 심겨져 있어 아름다운 경관 연출
충열로2,37.900417,127.729892,37.922035,127.740727,37.911226,127.7353095,강원도 춘천시,도로 좌우쪽으로 왕벚나무가 심겨져 있어 아름다운 경관 연출
갯골길,37.802427,127.637364,37.796882,127.631361,37.7996545,127.6343625,강원도 춘천시,도로 좌우쪽으로 왕벚나무가 심겨져 있어 아름다운 경관 연출
용항길,37.395408,128.403291,37.400053,128.396398,37.3977305,128.3998445,강원도 평창군,도로 좌우쪽으로 왕벚나무가 심겨져 있어 아름다운 경관 연출
뇌운계곡로,37.427831,128.386306,37.416101,128.358674,37.421966,128.37249,강원도 평창군,벚나무의 아름다움을 느낄 수 있음
평안한치길,37.342427,128.501799,37.350818,128.514849,37.3466225,128.508324,강원도 평창군,벚나무의 아름다움을 느낄 수 있음
고길천로,37.364887,128.435906,37.404223,128.455555,37.384555,128.4457305,강원도 평창군,벚나무의 아름다움을 느낄 수 있음
하일길,37.396847,128.357317,37.402109,128.326085,37.399478,128.341701,강원도 평창군,벚나무의 아름다움을 느낄 수 있음
서동로,37.365891,128.386799,37.377329,128.390822,37.37161,128.3888105,강원도 평창군,벚나무의 아름다움을 느낄 수 있음
평창북로,37.372267,128.394881,37.392273,128.400914,37.38227,128.3978975,강원도 평창군,벚나무의 아름다움을 느낄 수 있음
평창대로,37.504103,128.455031,37.492209,128.456812,37.498156,128.4559215,강원도 평창군,벚나무의 아름다움을 느낄 수 있음
서동로,37.341145,128.497485,37.338292,128.503433,37.3397185,128.500459,강원도 평창군,벚나무의 아름다움을 느낄 수 있음
서동로,37.366113,128.392654,37.368636,128.405324,37.3673745,128.398989,강원도 평창군,가곡둔치를 따라 벚나무가 식재되어 있음
고원로,37.453179,128.352229,37.448174,128.338029,37.4506765,128.345129,강원도 평창군,벚나무의 아름다움을 느낄 수 있음
가평로,37.468307,128.419044,37.448211,128.484001,37.458259,128.4515225,강원도 평창군,작원관지가는길 왕벚나무가 식재되어 있음
종부로,37.364199,128.392275,37.360977,128.390325,37.362588,128.3913,강원도 평창군,왕벚나무가 식재되어 있음
평창동강로,37.324803,128.520941,37.307809,128.533434,37.316306,128.5271875,강원도 평창군,왕벚나무가 식재되어 있음
문들길,37.71177475,127.8002703,37.70895714,127.8117844,37.71036595,127.8060274,강원도 홍천군,벚나무의 아름다움을 느낄 수 있음
송학정로,37.69179804,127.8662961,37.67905901,127.8588477,37.68542853,127.8625719,강원도 홍천군,벚나무의 아름다움을 느낄 수 있음
한치골길,37.70374902,127.6940736,37.62191941,127.6666479,37.66283422,127.6803608,강원도 홍천군,벚나무의 아름다움을 느낄 수 있음
행치령로,37.7224425,128.1713508,37.81093903,128.2132417,37.76669077,128.1922963,강원도 홍천군,벚나무의 아름다움을 느낄 수 있음
신봉로,37.6751087,127.9642868,37.7007028,127.9814226,37.68790575,127.9728547,강원도 홍천군,벚나무의 아름다움을 느낄 수 있음
수타사로,37.67865792,127.9301388,37.69835821,127.9586862,37.68850807,127.9444125,강원도 홍천군,벚나무의 아름다움을 느낄 수 있음
야시대로,37.85009411,127.9429573,37.8732671,127.9289094,37.86168061,127.9359334,강원도 홍천군,벚나무의 아름다움을 느낄 수 있음
너브내길,37.68812269,127.8796114,37.69670705,127.8948042,37.69241487,127.8872078,강원도 홍천군,벚나무의 아름다움을 느낄 수 있음
소옥개로,37.69259881,127.8959793,37.70004729,127.9104014,37.69632305,127.9031904,강원도 홍천군,왕벚나무 가로수가 식재된 거리
송학강변로,37.68683755,127.8785759,37.68178755,127.8694814,37.68431255,127.8740287,강원도 홍천군,함양 병곡면 ~ 서하면을 잇는 명품 벚꽃 100리길
삼일로 왕벚나무길,37.498004,127.986216,37.495637,127.986238,37.4968205,127.986227,강원도 횡성군,동면 만천리 일원의 가로수길로 벚나무가 식재되어 있음
문예로 왕벚나무길,37.494655,127.981096,37.483503,127.981361,37.489079,127.9812285,강원도 횡성군,신북읍 율문리 일원의 가로수길로 벚나무가 식재되어 있음
가마솥옹기뚜껑~영동초교 구간 화부산로,37.45446364,128.5376704,37.45331992,128.5310136,37.45389178,128.534342,강원특별자치도 강릉시,왕벚나무 가로수가 식재된 거리
군정교~경포사거리 경포현대입구 구간 경포로,37.46416028,128.5391032,37.4852452,128.541256,37.47470274,128.5401796,강원특별자치도 강릉시,왕벚나무
주문진입구~주문진터미널 구간 연주로,37.51564228,128.5016184,37.5365832,128.4928524,37.52611274,128.4972354,강원특별자치도 강릉시,왕벚나무
선경유업~소금강주유소 구간 진고개로,37.51305784,128.5017232,37.50485124,128.4220747,37.50895454,128.461899,강원특별자치도 강릉시,북평동행복복지센터에서 갯목까지 왕벚나무로 조성된 가로수길
강릉자동차매매상사~내곡동사무소 구간 남부로,37.7409851,128.8922381,37.73935584,128.880857,37.74017047,128.8865476,강원특별자치도 강릉시,LS전선에서 효가사거리까지 왕벚나무로 구성된 가로수길
대전동과학단지~경포입구 구간 안현로,37.47420396,128.5120747,37.48208692,128.5410361,37.47814544,128.5265554,강원특별자치도 강릉시,동부메탈에서 북평중까지 조성된 왕벚나무길
사문재~노봉교,37.561726,129.100492,37.581315,129.098755,37.5715205,129.0996235,강원특별자치도 동해시,북평중학교 진입로에 조성된 왕벚나무길
망상해수욕장 신설 주차장변,37.598546,129.080955,37.595213,129.085296,37.5968795,129.0831255,강원특별자치도 동해시,발한동 운양상사에서 철이상점까지 조성된 왕벚나무길
부곡파출소~부곡사거리,37.539224,129.101773,37.539389,129.110212,37.5393065,129.1059925,강원특별자치도 동해시,삼화시가지(삼화교 ~ 차로분리전)에 조성된 왕벚나무길
묵호역앞사거리~망상행정복지센터,37.547159,129.107263,37.557955,129.104318,37.552557,129.1057905,강원특별자치도 동해시,이원동 확장구간에 조성된 왕벚나무길
동호번개시장~호반자원(지리골길),37.545346,129.103599,37.55166178,129.105346,37.54850389,129.1044725,강원특별자치도 동해시,발한동 동해교회에서 묵호중학교까지 조성된 왕벚나무길
북삼동 우회도로(한중대사거리~북삼초등학교),37.492679,129.108328,37.497412,129.098884,37.4950455,129.103606,강원특별자치도 동해시,묵호초교굴다리에서 망상동행복복지센터까지 조성된 왕벚나무길
광희고등학교∼귀운교,37.488817,129.102296,37.48259392,129.0909017,37.48570546,129.0965989,강원특별자치도 동해시,쌍용정문(후문)에서 무릉계곡 입구까지 조성된 왕벚나무길
발한동 장로교회~묵호중학교,37.542667,129.107699,37.544246,129.107234,37.5434565,129.1074665,강원특별자치도 동해시,삼화교에서 쌍용후문(무릉교)까지 조성된 왕벚나무길
용정굴다리~북평중학교,37.504219,129.126778,37.498925,129.115535,37.501572,129.1211565,강원특별자치도 동해시,아람채아파트 북측도로에 조성된 왕벚나무길
동해역9호광장~송정삼거리,37.497281,129.126465,37.498865,129.129948,37.498073,129.1282065,강원특별자치도 동해시,광희고에서 귀운교까지 조성된 왕벚나무길
북평동행복복지센터~갯목,37.484323,129.125782,37.486761,129.134531,37.485542,129.1301565,강원특별자치도 동해시,용정굴다리에서 북평중학교까지 조성된 윙벚나무길
LS전선~효가사거리,37.491649,129.119448,37.492513,129.110785,37.492081,129.1151165,강원특별자치도 동해시,동해역앞사거리에서 해안도로(경남고물상)까지 왕벚나무로 조성된 가로수길
동부메탈~북평중,37.504295,129.126869,37.498933,129.115447,37.501614,129.121158,강원특별자치도 동해시,양 옆 왕벚나무 식재 조성
북평중학교 진입로,37.498815,129.115411,37.492641,129.115364,37.495728,129.1153875,강원특별자치도 동해시,양 옆 왕벚나무 식재 조성
발한동 운양상사~철이상점,37.543963,129.102181,37.544439,129.098371,37.544201,129.100276,강원특별자치도 동해시,양 옆 왕벚나무 식재 조성
삼화시가지(삼화교~차로분리 전),37.488123,129.068956,37.482195,129.061612,37.485159,129.065284,강원특별자치도 동해시,양 옆 왕벚나무 식재 조성
이원사거리~귀운교,37.481677,129.112556,37.480351,129.092778,37.481014,129.102667,강원특별자치도 동해시,양 옆 왕벚나무 식재 조성
묵호초교굴다리~망상동행복복지센터,37.551891,129.105399,37.557915,129.104394,37.554903,129.1048965,강원특별자치도 동해시,양 옆 왕벚나무 식재 조성
쌍용정문~무릉계입구,37.489873,129.054452,37.466661,129.031624,37.478267,129.043038,강원특별자치도 동해시,왕벚나무로 조성
삼화교~쌍용후문(무릉교),37.488628,129.069361,37.480156,129.054383,37.484392,129.061872,강원특별자치도 동해시,벚꽃길
아람채아파트 북측도로,37.548781,129.098471,37.548271,129.101939,37.548526,129.100205,강원특별자치도 동해시,벚꽃길
덕곡천 복개지,37.52254551,129.1143745,37.52151591,129.1189772,37.52203071,129.1166759,강원특별자치도 동해시,왕벚나무 식재로 봄에 아름다운 벚꽃길을 거닐 수 있음
망상해수욕장 시설주차장주변,37.592594,129.089553,37.594825,129.085689,37.5937095,129.087621,강원특별자치도 동해시,왕벚나무 식재로 봄에 아름다운 벚꽃길을 거닐 수 있음
문화예술회관~남호초등학교,37.526856,129.116219,37.532159,129.113373,37.5295075,129.114796,강원특별자치도 동해시,왕벚나무 식재로 봄에 아름다운 벚꽃길을 거닐 수 있음
석두골입구~실버타운,37.595746,129.082856,37.593427,129.087452,37.5945865,129.085154,강원특별자치도 동해시,왕벚나무 식재로 봄에 아름다운 벚꽃길을 거닐 수 있음
부곡수원지~승지골입구,37.538468,129.097799,37.539128,129.091373,37.538798,129.094586,강원특별자치도 동해시,왕벚나무 식재로 봄에 아름다운 벚꽃길을 거닐 수 있음
기아자동차새천년대리점~항도공업사(뒤쪽 분토천 주변 수목),37.492643,129.112746,37.494927,129.112286,37.493785,129.112516,강원특별자치도 동해시,울산역이 있는 왕벚나무길
북삼동행정복지센터(북삼동소방서~지구대),37.489197,129.108284,37.489592,129.106763,37.4893945,129.1075235,강원특별자치도 동해시,주택가 주변 왕벚나무길
전천 유기동물보호센터 구간,37.485721,129.122838,37.484286,129.116396,37.4850035,129.119617,강원특별자치도 동해시,사문재에서 노봉사거리까지 이어지는 왕벚나무길
전천 제방(전천 남측 북평교 밑 일대),37.486111,129.128711,37.483611,129.122511,37.484861,129.125611,강원특별자치도 동해시,망상해수욕장 신설 주차장변에 조성된 왕벚나무길
뒷나루길,37.456621,129.169092,37.457309,129.173655,37.456965,129.1713735,강원특별자치도 삼척시,부곡파출소에서 임항로사거리까지 이어지는 왕벚나무길
도계우회로~도상로,37.247153,129.050774,37.204661,129.084998,37.225907,129.067886,강원특별자치도 삼척시,발한삼거리에서 묵호항까지 조성된 왕벚나무길
새천년도로(정라),37.436228,129.184258,37.436708,129.185845,37.436468,129.1850515,강원특별자치도 삼척시,묵호역앞사거리에서 망상동행복복지센터까지조성된 왕벚나무길
새천년도로(갈천),37.462153,129.155656,37.466475,129.168989,37.464314,129.1623225,강원특별자치도 삼척시,동호번개시장에서 발한체육공원까지 조성된 왕벚나무길
황강리 제방 벚나무 가로수,38.091181,128.021873,38.089541,128.022423,38.090361,128.022148,강원특별자치도 양구군,한중대 진입우회로에서 지흥솔밭까지 조성된 왕벚나무길
후곡약수터 - 동면 요양원,38.1683152,128.0480101,38.1818344,128.0598579,38.1750748,128.053934,강원특별자치도 양구군,도로 좌우쪽으로 벚나무가 심겨져 있어 아름다운 경관 연출
고대리진입로~ 고대리마을 벚나무,38.1538025,127.9866345,38.162378,127.994142,38.15809025,127.9903883,강원특별자치도 양구군,대한전선 진입도로에 왕벚나무를 식재함으로써 쾌적한 가로경관을 감상할 수 있다
구암리 자전거도로 가로수,38.1334567,127.9883702,38.1341753,127.987758,38.133816,127.9880641,강원특별자치도 양구군,신복운로 왕벚나무식재를 통해서 삭막한 주거단지 주변에 푸른 녹지공간을 감상할 수 있다
동수리 한반도섬 전망대 가로수,38.1221648,127.9742158,38.1291747,127.9715462,38.12566975,127.972881,강원특별자치도 양구군,수목원 진입로 내 벚나무식재를 통해 수목원 초입부터 녹지공간의 아름다운 경관을 느낄 수 있다
상리-용하리 가로수,38.1059092,128.0148035,38.1065343,128.0227455,38.10622175,128.0187745,강원특별자치도 양구군,석문호변도로에 심겨진 벚나무를 따라 쾌적하고 즐거운 운전을 즐길 수 있다
소양강 꼬부랑길 선착장~웅진리쉼터 가로수,38.047791,127.945721,38.047764,127.951677,38.0477775,127.948699,강원특별자치도 양구군,시도1호선 도로를 따라 약7km 길이의 시원환 가로경관에 펼쳐진 아름다운 벚나무를 볼 수 있다
하리교 동수제 가로수,38.1130102,127.9820417,38.1168987,127.982316,38.11495445,127.9821789,강원특별자치도 양구군,"달천아이파트 2, 3단지 앞 왕벚나무길"
외곽도로 벚나무 송청리-정림리(50),38.0912486,127.9961622,38.1014609,127.9855732,38.09635475,127.9908677,강원특별자치도 양구군,양 옆 왕벚나무 식재 조성
외곽도로 벚나무 정림리-하리(49),38.1018647,127.9854567,38.1104897,127.9834555,38.1061772,127.9844561,강원특별자치도 양구군,양 옆 왕벚나무 식재 조성
송청리-정림리 자전거도로 가로수,38.0899841,127.9950381,38.101481,127.9853808,38.09573255,127.9902095,강원특별자치도 양구군,양 옆 왕벚나무 식재 조성
안새내길,37.23363496,128.3338634,37.22991581,128.3389455,37.23177539,128.3364045,강원특별자치도 영월군,양 옆 왕벚나무 식재 조성
덕포우회길,37.17965495,128.4759043,37.16549222,128.4799919,37.17257359,128.4779481,강원특별자치도 영월군,양 옆 왕벚나무 식재 조성
문둔길,37.19306158,128.3809562,37.18916132,128.3808449,37.19111145,128.3809006,강원특별자치도 영월군,양 옆 왕벚나무 식재 조성
연당조전로,37.18534179,128.406694,37.108084,128.4447028,37.1467129,128.4256984,강원특별자치도 영월군,양 옆 왕벚나무 식재 조성
나뱅이길,37.178974,128.406668,37.16591457,128.397793,37.17244429,128.4022305,강원특별자치도 영월군,벚나무가 터널식으로 조성되어있어 아름다운 벚꽃길을 볼 수 있음
무릉길,37.29539467,128.2044201,37.28496432,128.2756222,37.2901795,128.2400212,강원특별자치도 영월군,벚나무가 터널식으로 조성되어있어 아름다운 벚꽃길을 볼 수 있음
중방길,37.28793656,128.2688711,37.29130511,128.2731181,37.28962084,128.2709946,강원특별자치도 영월군,벚나무가 터널식으로 조성되어있어 아름다운 벚꽃길을 볼 수 있음
제방안길,37.18005178,128.4690305,37.17318236,128.4550616,37.17661707,128.4620461,강원특별자치도 영월군,벚나무가 양옆으로 식재되어있어 봄철 아름다운 벚꽃길을 제공
덕포시장길,37.18151719,128.4763139,37.18562046,128.4865167,37.18356883,128.4814153,강원특별자치도 영월군,화지산을 따라 왕벚나무가 식재되어있어 아름다운 벚꽃길을 제공
백간공원길,37.205294,127.553752,37.210523,127.553096,37.2079085,127.553424,강원특별자치도 원주시,"벚나무가 식재되어, 봄철 아름다운 꽃 풍경과 여름철 녹음제공"
원문로,37.212421,127.484228,37.212421,127.491701,37.212421,127.4879645,강원특별자치도 원주시,벚나무의 아름다움을 느낄 수 있음
봉화로,37.212155,127.554087,37.215225,127.554087,37.21369,127.554087,강원특별자치도 원주시,삼척종합운동장 입구쪽으로 왕벚나무가 조성되어 봄철 멋진 풍경을 감상할 수 있음
한석산로 가로수길,38.088624,128.203313,38.069588,128.278227,38.079106,128.24077,강원특별자치도 인제군,왕벚나무가 길게 조성되어 봄에 하얀터널을 지나가는 효과를 보임
천도로 가로수길,38.215169,128.201674,38.226506,128.209592,38.2208375,128.205633,강원특별자치도 인제군,벚나무가 터널식으로 조성되어있어 아름다운 벚꽃길을 볼 수 있음
금강로 가로수길,38.124399,128.204541,38.134048,128.212884,38.1292235,128.2087125,강원특별자치도 인제군,벚나무가 양옆으로 식재되어있어 봄철 아름다운 벚꽃길을 제공
갯골길,37.802427,127.637364,37.796882,127.631361,37.7996545,127.6343625,강원특별자치도 춘천시,벚나무가 양옆으로 식재되어있어 봄철 아름다운 벚꽃길을 제공
순환대로1,37.888145,127.776708,37.891063,127.776875,37.889604,127.7767915,강원특별자치도 춘천시,양 옆 왕벚나무 식재 조성
신북로2,37.929488,127.751596,37.92869,127.746765,37.929089,127.7491805,강원특별자치도 춘천시,망상주차장 펜스주변에 조성된 왕벚나무길
충열로2,37.900417,127.729892,37.922035,127.740727,37.911226,127.7353095,강원특별자치도 춘천시,평릉택지내에 조성된 왕벚나무길
